tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dog_stage,favorite_count,retweet_count,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf,p_dogs
886267009285017600,2017-07-15 16:51:35,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12,10,None,,117,4,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,,28469,6523,1.0,pug,0.943575,siamese cat,0.0252856,Siamese cat,0.00284892,p1_dog
886054160059072513,2017-07-15 02:45:48,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,12,10,None,,0,108,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,,33382,7097,1.0,blenheim spaniel,0.972494,bernese mountain dog,0.00663012,Bernese mountain dog,0.00623915,p1_dog
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,,36689,6683,1.0,pug,0.369275,kuvasz,0.265835,kuvasz,0.134697,p1_dog
885518971528720385,2017-07-13 15:19:09,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,None,,20788,3899,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
885311592912609280,2017-07-13 01:35:06,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13,10,Lilly,,0,19297,1.0,labrador retriever,0.908703,pug,0.0570909,pug,0.0119335,p1_dog
885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,,22367,4556,4.0,malamute,0.8124819999999999,eskimo dog,0.0717125,Eskimo dog,0.0557697,p1_dog
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,,68152,16439,1.0,italian greyhound,0.259916,staffordshire bullterrier,0.198451,Staffordshire bullterrier,0.127725,p1_dog
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,,28514,6096,1.0,chow,0.822103,norfolk terrier,0.106075,Norfolk terrier,0.0373485,p1_dog
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,,24765,5100,1.0,pug,0.5464060000000001,brabancon griffon,0.404291,Brabancon griffon,0.0440019,p1_dog
884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,,27478,5856,1.0,pembroke,0.993225,chihuahua,0.00321648,Chihuahua,0.00208089,p1_dog
884247878851493888,2017-07-10 03:08:17,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10,None,,74423,21298,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo,20771,3128,1.0,german shepherd,0.707046,norwegian elkhound,0.199396,Norwegian elkhound,0.0491476,p1_dog
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,,22349,3586,1.0,doberman,0.610946,kelpie,0.299603,kelpie,0.0630203,p1_dog
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10,Bella,,46860,10407,1.0,golden retriever,0.943082,kuvasz,0.032409,kuvasz,0.00550072,p1_dog
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,floofer,22986,3825,1.0,chow,0.987997,newfoundland,0.00709872,Newfoundland,0.00214033,p1_dog
883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,,37914,6949,2.0,golden retriever,0.949562,kuvasz,0.045947900000000014,kuvasz,0.00247094,p1_dog
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,,24445,4122,1.0,eskimo dog,0.466778,dingo,0.406044,dingo,0.07341439999999999,p1_dog
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,pupper,28903,5134,1.0,labrador retriever,0.85005,flat-coated retriever,0.074257,flat-coated retriever,0.015579399999999997,p1_dog
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,,28382,6342,1.0,pembroke,0.542982,cardigan,0.251988,Cardigan,0.107699,p1_dog
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,,45880,12118,1.0,golden retriever,0.762211,cocker spaniel,0.0989849,cocker spaniel,0.0171995,p1_dog
882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,,29900,5203,1.0,web site,0.949591,golden retriever,0.0173258,golden retriever,0.00694063,p3_dog
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,,24773,3533,1.0,weimaraner,0.291539,koala,0.278966,koala,0.12701700000000002,p1_dog
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,,51522,11099,1.0,saluki,0.529012,golden retriever,0.25000300000000003,golden retriever,0.16073900000000002,p1_dog
881633300179243008,2017-07-02 21:58:53,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17,10,None,,129,7,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,,pupper,50199,16570,1.0,samoyed,0.281463,persian cat,0.272066,Persian cat,0.114854,p1_dog
881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,,23501,5358,1.0,tusker,0.473303,ibex,0.245646,ibex,0.0556607,no prediction
880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,,17346,2886,1.0,street sign,0.251801,traffic light,0.115123,traffic light,0.0695338,no prediction
880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,,21734,3989,1.0,pembroke,0.791416,chihuahua,0.0613929,Chihuahua,0.0337257,p1_dog
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,,29075,6546,1.0,golden retriever,0.913255,cocker spaniel,0.0263286,cocker spaniel,0.00937082,p1_dog
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,,27640,4436,1.0,chihuahua,0.238525,clumber,0.104256,clumber,0.0525803,p1_dog
880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,,28150,4533,1.0,miniature pinscher,0.120298,beagle,0.106395,beagle,0.106073,p1_dog
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,,22667,3642,3.0,basset,0.813507,cocker spaniel,0.146654,cocker spaniel,0.00948502,p1_dog
879674319642796034,2017-06-27 12:14:36,@RealKentMurphy 14/10 confirmed,14,10,None,,315,10,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,,23822,3323,1.0,german short-haired pointer,0.479896,bath towel,0.124353,bath towel,0.0733202,p1_dog
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,,107956,45849,1.0,english springer,0.383404,cardigan,0.134967,Cardigan,0.110481,p1_dog
879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,,17099,3261,1.0,tricycle,0.663601,pembroke,0.0334961,Pembroke,0.0188266,p2_dog
879130579576475649,2017-06-26 00:13:58,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,14,10,Emmy,,0,7181,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,,23022,4941,1.0,tabby,0.311861,egyptian cat,0.169123,Egyptian cat,0.132932,no prediction
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,,19317,2812,1.0,vizsla,0.960513,american staffordshire terrier,0.00943065,American Staffordshire terrier,0.0087113,p1_dog
878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,puppo,19763,4319,2.0,italian greyhound,0.734684,ibizan hound,0.15048699999999998,Ibizan hound,0.0397246,p1_dog
878604707211726852,2017-06-24 13:24:20,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13,10,None,,30931,7582,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
878404777348136964,2017-06-24 00:09:53,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",13,10,Shadow,,0,1349,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
878316110768087041,2017-06-23 18:17:33,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,11,10,Terrance,,0,6965,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,,7913,1349,1.0,basset,0.32042,appenzeller,0.215975,Appenzeller,0.12850699999999998,p1_dog
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,,42876,7181,1.0,french bulldog,0.839097,toy terrier,0.07879939999999999,toy terrier,0.0152434,p1_dog
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,,71144,17300,2.0,chesapeake bay retriever,0.8379559999999999,weimaraner,0.0620342,Weimaraner,0.0405991,p1_dog
877611172832227328,2017-06-21 19:36:23,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,14,10,None,pupper,0,83,1.0,irish setter,0.364729,irish terrier,0.202907,Irish terrier,0.107473,p1_dog
877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,,23258,3994,1.0,basset,0.995368,bathtub,0.00193621,bathtub,0.000467919,p1_dog
877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,,27907,5414,1.0,saluki,0.5099670000000001,golden retriever,0.0904973,golden retriever,0.0794058,p1_dog
877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,,27755,5880,1.0,pembroke,0.93112,basenji,0.0686982,basenji,8.17379e-05,p1_dog
876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,pupper,21125,3506,1.0,bloodhound,0.575751,tibetan mastiff,0.24097,Tibetan mastiff,0.08893480000000001,p1_dog
876537666061221889,2017-06-18 20:30:39,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14,10,None,,23869,4800,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,,19163,2511,1.0,golden retriever,0.874566,chow,0.0373542,chow,0.016723599999999998,p1_dog
876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,,28490,4903,1.0,bernese mountain dog,0.534327,greater swiss mountain dog,0.346312,Greater Swiss Mountain dog,0.0949327,p1_dog
875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,,25773,4497,1.0,labrador retriever,0.799551,vizsla,0.179975,vizsla,0.0046176,p1_dog
875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,,22185,5081,1.0,siberian husky,0.245048,dingo,0.223716,dingo,0.160753,p1_dog
875097192612077568,2017-06-14 21:06:43,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,13,10,None,,27997,6342,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,None,,26022,4922,2.0,west highland white terrier,0.7143189999999999,great pyrenees,0.0919133,Great Pyrenees,0.0460382,p1_dog
874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,,28439,4875,1.0,labrador retriever,0.836052,beagle,0.0470691,beagle,0.0360071,p1_dog
874434818259525634,2017-06-13 01:14:41,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,12,10,Coco,,0,15546,1.203855421686747,,0.5945482636144578,,0.1345886095003918,,0.060324168618106515,
874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,pupper,26651,4308,1.0,cocker spaniel,0.437216,toy poodle,0.277191,toy poodle,0.157402,p1_dog
874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,None,,23134,4125,1.0,flat-coated retriever,0.8321770000000001,newfoundland,0.040436900000000005,Newfoundland,0.0282283,p1_dog
874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,puppo,35501,11007,2.0,cardigan,0.806674,kelpie,0.116622,kelpie,0.0491819,p1_dog
873697596434513921,2017-06-11 00:25:14,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,Walter,,0,12518,1.0,laptop,0.153718,printer,0.0999839,printer,0.0771299,p2_dog
873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,None,,24837,4143,1.0,newfoundland,0.678537,chow,0.244022,chow,0.0485295,p1_dog
